1990	(00, 4)
1990	(01, 2)
1990	(05, 2)
1990	(06, 8)
1990	(07, 30)
1990	(08, 18)
1990	(09, 5)
1990	(10, 6)
1990	(11, 5)
1990	(12, 10)
1990	(13, 17)
1990	(14, 9)
1990	(15, 7)
1990	(16, 19)
1990	(17, 30)
1990	(18, 39)
1990	(19, 25)
1990	(20, 11)
1990	(21, 9)
1990	(22, 3)
1990	(23, 2)
1991	(00, 2)
1991	(01, 3)
1991	(02, 1)
1991	(04, 2)
1991	(05, 4)
1991	(06, 5)
1991	(07, 18)
1991	(08, 31)
1991	(09, 15)
1991	(10, 7)
1991	(11, 8)
1991	(12, 13)
1991	(13, 7)
1991	(14, 7)
1991	(15, 8)
1991	(16, 21)
1991	(17, 39)
1991	(18, 29)
1991	(19, 26)
1991	(20, 19)
1991	(21, 14)
1991	(22, 7)
1991	(23, 4)
1992	(00, 2)
1992	(01, 2)
1992	(06, 12)
1992	(07, 20)
1992	(08, 25)
1992	(09, 8)
1992	(10, 6)
1992	(11, 5)
1992	(12, 11)
1992	(13, 7)
1992	(14, 12)
1992	(15, 6)
1992	(16, 6)
1992	(17, 34)
1992	(18, 34)
1992	(19, 20)
1992	(20, 14)
1992	(21, 14)
1992	(22, 13)
1992	(23, 2)
1993	(00, 3)
1993	(02, 1)
1993	(05, 2)
1993	(06, 4)
1993	(07, 29)
1993	(08, 23)
1993	(09, 7)
1993	(10, 6)
1993	(11, 5)
1993	(12, 3)
1993	(13, 12)
1993	(14, 7)
1993	(15, 4)
1993	(16, 15)
1993	(17, 26)
1993	(18, 29)
1993	(19, 15)
1993	(20, 18)
1993	(21, 9)
1993	(22, 6)
1993	(23, 4)
1994	(00, 2)
1994	(03, 2)
1994	(04, 1)
1994	(05, 1)
1994	(06, 8)
1994	(07, 16)
1994	(08, 22)
1994	(09, 5)
1994	(10, 8)
1994	(11, 2)
1994	(12, 9)
1994	(13, 4)
1994	(14, 4)
1994	(15, 5)
1994	(16, 5)
1994	(17, 21)
1994	(18, 35)
1994	(19, 20)
1994	(20, 23)
1994	(21, 17)
1994	(22, 9)
1994	(23, 4)
1995	(05, 2)
1995	(06, 9)
1995	(07, 11)
1995	(08, 27)
1995	(09, 8)
1995	(10, 4)
1995	(11, 4)
1995	(12, 8)
1995	(13, 6)
1995	(14, 2)
1995	(15, 4)
1995	(16, 7)
1995	(17, 21)
1995	(18, 20)
1995	(19, 17)
1995	(20, 14)
1995	(21, 11)
1995	(22, 10)
1995	(23, 4)
1996	(00, 2)
1996	(05, 1)
1996	(06, 5)
1996	(07, 8)
1996	(08, 7)
1996	(09, 4)
1996	(10, 2)
1996	(11, 4)
1996	(12, 5)
1996	(13, 4)
1996	(14, 5)
1996	(15, 5)
1996	(16, 5)
1996	(17, 7)
1996	(18, 12)
1996	(19, 8)
1996	(20, 6)
1996	(21, 4)
1996	(22, 1)
1996	(23, 1)
1997	(00, 1)
1997	(01, 1)
1997	(07, 1)
1997	(09, 1)
1997	(10, 3)
1997	(13, 1)
1997	(14, 2)
1997	(15, 1)
1997	(16, 2)
1997	(17, 5)
1997	(18, 2)
1997	(19, 1)
1997	(20, 3)
1997	(21, 4)
1997	(22, 4)
1997	(23, 2)
1998	(06, 2)
1998	(10, 1)
1998	(12, 1)
1998	(14, 1)
1998	(15, 5)
1998	(16, 4)
1998	(17, 2)
1998	(18, 6)
1998	(19, 4)
1998	(20, 1)
1998	(22, 2)
1998	(23, 2)
1999	(04, 1)
1999	(07, 4)
1999	(08, 1)
1999	(09, 1)
1999	(13, 2)
1999	(15, 3)
1999	(16, 4)
1999	(17, 7)
1999	(18, 1)
1999	(19, 1)
1999	(20, 1)
1999	(21, 2)
2000	(10, 1)
2000	(11, 1)
2000	(12, 2)
2000	(14, 4)
2000	(15, 2)
2000	(16, 4)
2000	(18, 5)
2000	(19, 2)
2000	(21, 2)
2000	(22, 1)
2001	(00, 1)
2001	(07, 1)
2001	(08, 1)
2001	(11, 1)
2001	(12, 1)
2001	(14, 3)
2001	(15, 1)
2001	(16, 1)
2001	(17, 2)
2001	(18, 1)
2001	(19, 3)
2001	(20, 1)
2001	(21, 1)
2002	(00, 1)
2002	(13, 2)
2002	(14, 1)
2002	(16, 1)
2002	(18, 2)
2002	(19, 1)
2003	(09, 1)
