1990	(00, 2)
1990	(01, 1)
1990	(03, 1)
1990	(05, 1)
1990	(06, 5)
1990	(07, 9)
1990	(08, 6)
1990	(09, 13)
1990	(10, 7)
1990	(11, 9)
1990	(12, 18)
1990	(13, 19)
1990	(14, 12)
1990	(15, 16)
1990	(16, 17)
1990	(17, 32)
1990	(18, 25)
1990	(19, 16)
1990	(20, 10)
1990	(21, 5)
1990	(22, 7)
1990	(23, 3)
1991	(00, 2)
1991	(01, 1)
1991	(02, 1)
1991	(04, 1)
1991	(05, 1)
1991	(06, 6)
1991	(07, 13)
1991	(08, 6)
1991	(09, 22)
1991	(10, 9)
1991	(11, 7)
1991	(12, 7)
1991	(13, 14)
1991	(14, 12)
1991	(15, 22)
1991	(16, 19)
1991	(17, 31)
1991	(18, 29)
1991	(19, 23)
1991	(20, 12)
1991	(21, 13)
1991	(22, 8)
1991	(23, 5)
1992	(00, 3)
1992	(01, 3)
1992	(05, 1)
1992	(06, 11)
1992	(07, 12)
1992	(08, 4)
1992	(09, 16)
1992	(10, 3)
1992	(11, 7)
1992	(12, 10)
1992	(13, 10)
1992	(14, 16)
1992	(15, 16)
1992	(16, 25)
1992	(17, 32)
1992	(18, 20)
1992	(19, 17)
1992	(20, 10)
1992	(21, 4)
1992	(22, 9)
1992	(23, 6)
1993	(00, 7)
1993	(01, 1)
1993	(03, 1)
1993	(06, 6)
1993	(07, 8)
1993	(08, 1)
1993	(09, 11)
1993	(10, 8)
1993	(11, 6)
1993	(12, 14)
1993	(13, 17)
1993	(14, 12)
1993	(15, 13)
1993	(16, 13)
1993	(17, 25)
1993	(18, 25)
1993	(19, 22)
1993	(20, 10)
1993	(21, 7)
1993	(22, 10)
1993	(23, 4)
1994	(00, 2)
1994	(01, 1)
1994	(06, 3)
1994	(07, 13)
1994	(08, 2)
1994	(09, 10)
1994	(10, 3)
1994	(11, 2)
1994	(12, 5)
1994	(13, 9)
1994	(14, 5)
1994	(15, 10)
1994	(16, 19)
1994	(17, 25)
1994	(18, 19)
1994	(19, 16)
1994	(20, 10)
1994	(21, 6)
1994	(22, 3)
1994	(23, 6)
1995	(01, 1)
1995	(05, 1)
1995	(06, 5)
1995	(07, 9)
1995	(08, 3)
1995	(09, 11)
1995	(10, 7)
1995	(11, 6)
1995	(12, 3)
1995	(13, 7)
1995	(14, 17)
1995	(15, 8)
1995	(16, 9)
1995	(17, 9)
1995	(18, 27)
1995	(19, 3)
1995	(20, 16)
1995	(21, 4)
1995	(22, 6)
1995	(23, 5)
1996	(04, 1)
1996	(05, 1)
1996	(07, 4)
1996	(08, 2)
1996	(09, 3)
1996	(12, 5)
1996	(13, 6)
1996	(14, 5)
1996	(15, 6)
1996	(16, 7)
1996	(17, 12)
1996	(18, 11)
1996	(19, 6)
1996	(20, 2)
1996	(21, 5)
1996	(23, 2)
1997	(01, 2)
1997	(07, 2)
1997	(08, 1)
1997	(09, 4)
1997	(10, 1)
1997	(11, 1)
1997	(12, 2)
1997	(13, 3)
1997	(14, 5)
1997	(15, 4)
1997	(16, 2)
1997	(17, 6)
1997	(18, 8)
1997	(19, 3)
1997	(20, 5)
1997	(22, 2)
1997	(23, 1)
1998	(00, 1)
1998	(01, 1)
1998	(07, 2)
1998	(09, 2)
1998	(10, 3)
1998	(11, 2)
1998	(13, 3)
1998	(15, 2)
1998	(16, 2)
1998	(17, 3)
1998	(18, 1)
1998	(19, 1)
1998	(20, 5)
1998	(21, 6)
1998	(22, 1)
1998	(23, 2)
1999	(01, 1)
1999	(04, 2)
1999	(06, 2)
1999	(07, 3)
1999	(08, 1)
1999	(09, 1)
1999	(10, 1)
1999	(13, 4)
1999	(14, 3)
1999	(16, 2)
1999	(18, 1)
1999	(19, 2)
1999	(20, 2)
1999	(21, 4)
1999	(22, 1)
1999	(23, 1)
2000	(08, 1)
2000	(12, 1)
2000	(13, 1)
2000	(14, 2)
2000	(15, 2)
2000	(16, 3)
2000	(17, 2)
2000	(18, 1)
2000	(20, 1)
2000	(21, 3)
2000	(23, 1)
2001	(10, 1)
2001	(13, 2)
2001	(17, 1)
2001	(19, 1)
2001	(20, 2)
2001	(22, 2)
2002	(15, 2)
