1990	(00, 7)
1990	(01, 3)
1990	(02, 1)
1990	(08, 3)
1990	(09, 2)
1990	(10, 13)
1990	(11, 15)
1990	(12, 17)
1990	(13, 17)
1990	(14, 19)
1990	(15, 20)
1990	(16, 16)
1990	(17, 17)
1990	(18, 25)
1990	(19, 24)
1990	(20, 12)
1990	(21, 4)
1990	(22, 5)
1990	(23, 2)
1991	(00, 7)
1991	(01, 1)
1991	(02, 1)
1991	(04, 2)
1991	(05, 1)
1991	(06, 3)
1991	(07, 5)
1991	(08, 4)
1991	(09, 11)
1991	(10, 12)
1991	(11, 19)
1991	(12, 19)
1991	(13, 25)
1991	(14, 16)
1991	(15, 14)
1991	(16, 15)
1991	(17, 21)
1991	(18, 19)
1991	(19, 19)
1991	(20, 13)
1991	(21, 6)
1991	(22, 2)
1991	(23, 5)
1992	(00, 4)
1992	(02, 4)
1992	(03, 1)
1992	(06, 2)
1992	(07, 1)
1992	(08, 2)
1992	(09, 4)
1992	(10, 7)
1992	(11, 11)
1992	(12, 15)
1992	(13, 22)
1992	(14, 19)
1992	(15, 19)
1992	(16, 11)
1992	(17, 18)
1992	(18, 17)
1992	(19, 6)
1992	(20, 15)
1992	(21, 6)
1992	(22, 6)
1992	(23, 3)
1993	(00, 3)
1993	(01, 3)
1993	(02, 1)
1993	(03, 1)
1993	(05, 1)
1993	(07, 2)
1993	(08, 3)
1993	(09, 5)
1993	(10, 10)
1993	(11, 10)
1993	(12, 22)
1993	(13, 17)
1993	(14, 19)
1993	(15, 23)
1993	(16, 24)
1993	(17, 16)
1993	(18, 18)
1993	(19, 16)
1993	(20, 26)
1993	(21, 11)
1993	(22, 7)
1993	(23, 9)
1994	(01, 6)
1994	(02, 3)
1994	(03, 5)
1994	(07, 1)
1994	(08, 3)
1994	(09, 5)
1994	(10, 6)
1994	(11, 9)
1994	(12, 15)
1994	(13, 17)
1994	(14, 12)
1994	(15, 19)
1994	(16, 8)
1994	(17, 14)
1994	(18, 18)
1994	(19, 11)
1994	(20, 12)
1994	(21, 6)
1994	(22, 4)
1994	(23, 4)
1995	(00, 1)
1995	(01, 1)
1995	(02, 1)
1995	(06, 1)
1995	(07, 2)
1995	(08, 4)
1995	(09, 6)
1995	(10, 8)
1995	(11, 13)
1995	(12, 10)
1995	(13, 8)
1995	(14, 10)
1995	(15, 14)
1995	(16, 11)
1995	(17, 15)
1995	(18, 18)
1995	(19, 17)
1995	(20, 9)
1995	(21, 5)
1995	(22, 3)
1995	(23, 7)
1996	(00, 2)
1996	(01, 1)
1996	(02, 3)
1996	(09, 3)
1996	(10, 4)
1996	(11, 5)
1996	(12, 4)
1996	(13, 3)
1996	(14, 1)
1996	(15, 1)
1996	(16, 8)
1996	(17, 9)
1996	(18, 5)
1996	(19, 5)
1996	(20, 9)
1996	(21, 6)
1996	(22, 5)
1996	(23, 1)
1997	(00, 2)
1997	(01, 1)
1997	(02, 1)
1997	(08, 1)
1997	(09, 3)
1997	(10, 1)
1997	(11, 2)
1997	(12, 3)
1997	(13, 2)
1997	(14, 2)
1997	(15, 1)
1997	(16, 5)
1997	(17, 6)
1997	(18, 1)
1997	(19, 3)
1997	(20, 4)
1997	(22, 3)
1997	(23, 2)
1998	(00, 1)
1998	(01, 1)
1998	(02, 3)
1998	(03, 2)
1998	(06, 1)
1998	(07, 1)
1998	(08, 1)
1998	(09, 2)
1998	(10, 1)
1998	(11, 1)
1998	(12, 2)
1998	(13, 4)
1998	(14, 2)
1998	(15, 4)
1998	(16, 4)
1998	(17, 1)
1998	(18, 2)
1998	(19, 2)
1998	(20, 4)
1998	(21, 2)
1998	(22, 2)
1998	(23, 1)
1999	(09, 1)
1999	(11, 1)
1999	(12, 1)
1999	(14, 1)
1999	(15, 1)
1999	(16, 2)
1999	(18, 3)
1999	(20, 2)
1999	(21, 2)
1999	(23, 2)
2000	(00, 1)
2000	(02, 1)
2000	(06, 1)
2000	(10, 2)
2000	(13, 1)
2000	(15, 1)
2000	(16, 1)
2000	(17, 3)
2000	(18, 2)
2000	(19, 3)
2001	(10, 1)
2001	(13, 2)
2001	(14, 2)
2001	(15, 3)
2001	(16, 2)
2001	(17, 4)
2001	(18, 1)
2001	(23, 1)
2002	(15, 1)
